code,pk_id,like count,post,updatedAt,firtstmatch
BNe6hULhHeV,9702158,2474,"New work with @matilderastelli @thesocietynyc, Make Up by @kwmakeup and Hair by @rubi_jones #thesocietynyc #matilderastelli",2023-11-18 20:58:24,@matilderastelli
BNmtZpABlM7,9702158,3860,Still love this shoot for @hongkongtatler. Photographed in NY just over a year ago. 🌟,2023-11-18 20:58:24,@hongkongtatler.
BNoOXOVhcSL,9702158,2620,Looking back at my first few years in NY and one of the shoots that truly made me realize why I love what I do! 'Dog Days' for @ellesingapore. A crazy but fun day of shooting on the streets of Manhattan!,2023-11-18 20:58:24,@ellesingapore.
BNpQMKbB2UK,9702158,1850,Another favorite from @hongkongtatler over a year ago with @anneverhallen1. Such a great day!,2023-11-18 20:58:24,@hongkongtatler
BNSVKdOBZcz,9702158,2654,"New work with @matilderastelli @thesocietynyc, Make Up by @kwmakeup and Hair by @rubi_jones #thesocietynyc #matilderastelli",2023-11-18 20:58:24,@matilderastelli
BNui5JXhpAH,9702158,1208,Working with @dorothyperkins a few months ago in London! Shooting the Petite and Curve ranges. A fun day!,2023-11-18 20:58:24,@dorothyperkins
BNunBpRhrT4,9702158,2563,"I'm excited to announce that my first photography workshops of 2017 will be in New York City! Join me for two days of learning where we dive into creative direction, posing, my favorite lighting techniques, marketing strategies and get direct feedback on your images! Visit www.larajadeworkshops.com and click on 'workshop schedule' for details!! #larajadeworkshops",2023-11-18 20:58:24,
BNVQsv6BrFW,9702158,1351,Looking back at the Shoot A'Dam @broncolor event I did a seminar over a year ago. Talking about my background as a photographer and techniques. Ive been an educator for 6 years now and the more I learn the more I get excited about what I'm teaching. I also wanted to let you guys know that my online courses with @creativelive are currently on sale (14 hours left!). Grab one of my workshops at www.creativelive.com/instructor/lara-jade,2023-11-18 20:58:24,@broncolor
BNW0RxVhc3z,9702158,4649,"New headshots with the lovely @MelissaJeanWoodside wearing @amandawakeley. Melissa is an actress, writer, director and owner of @sublimeuniversalfilms finance/production company. With these headshots I wanted a timeless feel so it only felt right to pull out my classic backdrop and rely on natural light as my key. I love the way the diffused window light makes her eyes stand out. Hair & Make Up by @laceyelliotmakeup",2023-11-18 20:58:24,@MelissaJeanWoodside
BNwYVF2hgsK,9702158,1965,"En route to the airport to fly back to NY for one of my busiest weeks! As I've been in transit I've been going over my images over the last year and I have to say - some of my highlights have been events where I've been able to share my passion for photography! This year I've talked at the UK Photo Show, three workshops (London, NY and LA) and contributed to numerous articles. Not a minute goes by where I'm not thinking of something related to my job. I've learnt SO much this year. I've tried to become less stubborn when it comes to trying out new techniques and I've surprised myself with how many new clients have walked through the door. My marketing game is stronger, my love for creation is bigger and I'm so grateful to be busier than I've ever been! I would love to share how it all changed for me and the new techniques I've been working on! Join me at my next New York workshops in March! www.larajadeworkshops.com",2023-11-18 20:58:24,
BM_yYM2h0BT,9702158,2225,"New work! The beautiful @katyariabinkina shot in NY recently. Styling by @giraffemimi, Hair by @timothyaylward, Make Up by @misuzumiyake, Retouch by @solsticeretouch 💕",2023-11-18 20:58:51,@katyariabinkina
BNAwDafhigz,9702158,1915,Loved working with these talented ladies yesterday for @interviewmag online. My job is made a whole lot easier when there's a bunch of lovely souls on set! @deneebenton @giraffemimi @kwmakeup @lacyredway #thefutureisfemale,2023-11-18 20:58:51,@interviewmag
BNCmD1zBkpH,9702158,1652,"It's that time of year again where the weather in NY gets super cold. I couldn't imagine being without heating and warmth but there's people out that will. I've donated to the NY coat drive this year. Thank you @canonuk for reminding us to turn the camera around and to take a moment to care for others, whether it's a small or large good deed, your contribution makes a huge change! I nominate @oscarmay_ @bellakotak @torigliaandco #selfieless",2023-11-18 20:58:51,@canonuk
BNCwWgnhWKp,9702158,2361,Another lovely day yesterday on set with such amazing people! @giraffemimi @deborahaltizio & @jeaniesyfu (who just left before we took this!). 5 shoots in just over 2 weeks. Exhausted but it was so worth it. Can't wait to share the results! #thefutureisfemale #workwithyourfriends,2023-11-18 20:58:51,@giraffemimi
BNEwStIB8-p,9702158,2885,"New work with the lovely @sannederoo (@fusionmodelsnyc), Styling by @giraffemimi, Hair by @timothyaylward, Make Up by @misuzumiyake, Retouch by @solsticeretouch 🌟",2023-11-18 20:58:51,@sannederoo
BNFLWAShOIf,9702158,3084,"New work with the lovely @sannederoo (@fusionmodelsnyc), Styling by @giraffemimi, Hair by @timothyaylward, Make Up by @misuzumiyake, Retouch by @solsticeretouch 🌟",2023-11-18 20:58:51,@sannederoo
BNHKdKnhcHl,9702158,3101,"New work with the lovely @sannederoo (@fusionmodelsnyc), Styling by @giraffemimi, Hair by @timothyaylward, Make Up by @misuzumiyake, Retouch by @solsticeretouch 🌟",2023-11-18 20:58:51,@sannederoo
BNHyQMfhMQu,9702158,2647,"New work with the lovely @sannederoo (@fusionmodelsnyc), Styling by @giraffemimi, Hair by @timothyaylward, Make Up by @misuzumiyake, Retouch by @solsticeretouch 🌟",2023-11-18 20:58:51,@sannederoo
BNJ_RufB-aq,9702158,1911,"New work! The beautiful @katyariabinkina shot in NY recently. Styling by @giraffemimi, Hair by @timothyaylward, Make Up by @misuzumiyake, Retouch by @solsticeretouch 💕",2023-11-18 20:58:51,@katyariabinkina
BNNY8tvB8YQ,9702158,3299,Happy Thanksgiving! Spending it this year in New Hampshire in the snow. 💕,2023-11-18 20:58:51,
BNQGuRJBh2G,9702158,2333,"New work with @matilderastelli @thesocietynyc, Make Up by @kwmakeup and Hair by @rubi_jones #thesocietynyc #matilderastelli",2023-11-18 20:58:51,@matilderastelli
BNRjMSDhBnM,9702158,3287,"New work with @matilderastelli @thesocietynyc, Make Up by @kwmakeup and Hair by @rubi_jones #thesocietynyc #matilderastelli",2023-11-18 20:58:51,@matilderastelli
BM_bxAOhv8k,9702158,2644,"New work! The beautiful @katyariabinkina shot in NY recently. Styling by @giraffemimi, Hair by @timothyaylward, Make Up by @misuzumiyake, Retouch by @solsticeretouch 💕",2023-11-18 20:59:14,@katyariabinkina
BM1kuydh7b4,9702158,3363,"Still a favorite. Short Hills Magazine 'Strokes Of Genius'. Loved this story. The concept, the styling, the team!",2023-11-18 20:59:14,
BM2N2YjhC40,9702158,2280,Another favorite from earlier this year. The beautiful @_julia_belyakova_ for @hongkongtatler. Tap for credits. 🌸,2023-11-18 20:59:14,@_julia_belyakova_
BM31_rZhbeJ,9702158,3540,One more favorite! The beautiful @cehbecker for @hongkongtatler. Fall 70s story shot in my neighborhood in Brooklyn. Tap for credits!,2023-11-18 20:59:14,@cehbecker
BM63cg1BY56,9702158,5348,In front of the camera. Thank you @torigliaandco for this shot a few weeks ago! 🌸,2023-11-18 20:59:14,@torigliaandco
BM6gloFBxi8,9702158,4464,"Actress @brittsnowhuh photographed recently in LA. Loved this shoot! Styling by @lindseydupuis, Hair by @davestanwell, Make Up by @nhinako_makeup, Retouching by @solsticeretouch, Production by @sabotaj. Thank you @suebryce for your beautiful studio! #brittanysnow",2023-11-18 20:59:14,@brittsnowhuh
BM82pAbBWJW,9702158,4249,Still a favorite! Beauty @stinaaolsson for @hongkongtatler. Photographer in the Hamptons just over a year ago! Tap for credits.,2023-11-18 20:59:14,@stinaaolsson
BM9OszQhxD3,9702158,2392,"New work! The beautiful @katyariabinkina shot in NY recently. Styling by @giraffemimi, Hair by @timothyaylward, Make Up by @misuzumiyake, Retouch by @solsticeretouch 💕",2023-11-18 20:59:14,@katyariabinkina
BMb5hj9B0yo,9702158,4076,One of my most memorable studio shoots for @harrods magazine. Feature shoot for a @dolcegabbana interview. 🌸,2023-11-18 20:59:14,@harrods
BMjXzfNBeqY,9702158,3630,"Actress @brittsnowhuh photographed recently in LA. Loved this shoot! Styling by @lindseydupuis, Hair by @davestanwell, Make Up by @nhinako_makeup, Retouching by @solsticeretouch, Production by @sabotaj. Thank you @suebryce for your beautiful studio! #brittanysnow",2023-11-18 20:59:14,@brittsnowhuh
BMjY22khU44,9702158,5153,"Actress @brittsnowhuh photographed recently in LA. Loved this shoot! Styling by @lindseydupuis, Hair by @davestanwell, Make Up by @nhinako_makeup, Retouching by @solsticeretouch, Production by @sabotaj. Thank you @suebryce for your beautiful studio! #brittanysnow",2023-11-18 20:59:14,@brittsnowhuh
BMl_kLKhmDD,9702158,3857,"Actress @brittsnowhuh photographed recently in LA. Loved this shoot! Styling by @lindseydupuis, Hair by @davestanwell, Make Up by @nhinako_makeup, Retouching by @solsticeretouch, Production by @sabotaj #brittanysnow",2023-11-18 20:59:14,@brittsnowhuh
BL_oD_bBSng,9702158,2547,"One of my favorite impromptu shoots of this year. Bridge Bardot vibes with the beautiful @anja_konstantinova. Make Up by @kwmakeup, Hair by @timothyaylward 💕",2023-11-18 20:59:32,@anja_konstantinova.
BMCC2k9hYHD,9702158,3004,Some favorite fall moments on shoots. Loved this shoot for @hongkongtatler with @stinaaolsson @deborahaltizio @yukikotajima @connie_berg 🌟,2023-11-18 20:59:32,@hongkongtatler
BMCfum-hjqL,9702158,2985,Another fall favorite moment in NY for @hongkongtatler. With the inspiring @anneverhallen1 and a few of my favorites @jeaniesyfu @kwmakeup @connie_berg 🌸,2023-11-18 20:59:32,@hongkongtatler.
BMElmZcBjkv,9702158,2912,Last one in my fall moments #tbt. Loved shooting this story in upstate NY. As soon as I saw this river on arrival I said to the team 'that's the shot' and we waited for the light. Sure enough it's my favorite of the set. I love when a plan comes together!,2023-11-18 20:59:32,
BMFjWh0BHHe,9702158,3175,Earlier this year for @lofficielswitzerland. Loved this shoot in collaboration with @ozzyshahstylist 💕,2023-11-18 20:59:32,@lofficielswitzerland.
BMF-zewBMM0,9702158,8218,"Thank you @torigliaandco for my portrait! I'm so thankful to have many creative and supportive friends. Whether it's a phone call, email, text message or experimental shoot day I appreciate your support. You know who you are! #communityovercompetition",2023-11-18 20:59:32,@torigliaandco
BMHcYEnBEF4,9702158,3952,A few months ago with the beautiful @camilleopp. Sometimes the most simple portraits are often the most engaging.,2023-11-18 20:59:32,@camilleopp.
BMKbb6MhdFS,9702158,1857,Loved shooting with actress @brittsnowhuh in LA. Can't wait to share some of the images! Thank you @suebryce for allowing me to use your beautiful studio. The light is just incredible.,2023-11-18 20:59:32,@brittsnowhuh
BMPHgqMB5TL,9702158,2947,On the blog today - my time teaching at @createretreat with @emilysoto! Head on over to www.larajade.com and click 'blog' to read my latest post. Big thank you to @edge_studios for lighting rental. My go to place in LA! #createretreat #behindthescenes,2023-11-18 20:59:32,@createretreat
BMPXOH6BvJa,9702158,2542,So happy to be back in my NY apartment studio. Nothing like returning to your own creative space full of new inspiration. Already organizing new shoots to do in this space over the next few weeks. 🌟,2023-11-18 20:59:32,
BMUWxfwBZHh,9702158,3814,"The beautiful @caitlin_lawson_ photographed at @createretreat (in collab with photographer @emilysoto earlier this month!). Styling by @janiyawalker, Hair & Make Up by @jennartist, Retouching by @solsticeretouch",2023-11-18 20:59:32,@caitlin_lawson_
BMW1lqzhqQB,9702158,2898,"Still a favorite from this year! Shooting beauty with @franek176, @kwmakeup and @timothyaylward 🌟",2023-11-18 20:59:32,@franek176
BL_XLglhruP,9702158,5334,Portrait of me by the talented @_gersonlopes_ 🌟,2023-11-18 20:59:58,@_gersonlopes_
BL7Q966BOUR,9702158,4140,Got to play in @suebryce's beautiful studio today. On the other side of the lens with @_gersonlopes_ and @torigliaandco!,2023-11-18 20:59:58,@suebryce
BL9dn_4hO1d,9702158,7221,Thank you @torigliaandco for my portrait! Playing in @suebryce's beautiful studio yesterday in California 🌟,2023-11-18 20:59:58,@torigliaandco
BL9XGgrB02D,9702158,4908,Playing dress up with @torigliaandco for @_gersonlopes_'s portfolio. I love a creative shoot day. @suebryce's studio is just gorgeous!,2023-11-18 20:59:58,@torigliaandco
BLb-K-QB4pj,9702158,5430,This place is full of inspiration! A photographers playground. Location scouting for tomorrow's workshop @createretreat. Photo of me by @torigliaandco,2023-11-18 20:59:58,@createretreat.
BLdvJPEB_QF,9702158,3415,So happy to be out in California with @emilysoto! Today is the first workshop day of @createretreat and we have so much packed in. If you want to be a part of future events add your email to the newsletter on www.createretreat.co #createretreat,2023-11-18 20:59:58,@emilysoto
BLeyDbwB1Ng,9702158,3380,Last look! Today at @createretreat in California. See my Instagram story for more snippets and behind the scenes from the day! #createretreat,2023-11-18 20:59:58,@createretreat
BLj0V4HhlIw,9702158,824,"Looking forward to starting the second @createretreat event today with @emilysoto. The talented @andrewabajian captured this BTS clip from the first event, we can't wait to share the full video with you all! #createretreat",2023-11-18 20:59:58,@createretreat
BLrgErGhOJV,9702158,3473,So sad to be ending a week of teaching @createretreat with @emilysoto! It's been such a great week in California - meeting a total of 30+ students over 2 events (mainly new faces but a few familiar ones!). A huge thank you to all that made this possible and we hope to continue these events in the future! Photo by @juniperspringphotography,2023-11-18 20:59:58,@createretreat
BLtJMNmhKFY,9702158,5548,Enjoying some down time at the iconic @thehollywoodroosevelt over the next couple of days. See my interview with @tellerbyjournal shortly! Photo by @torigliaandco #hollywoodroosevelt #hollywood #teller,2023-11-18 20:59:58,@thehollywoodroosevelt
BLv37JCBhnp,9702158,7663,Waking up at the @thehollywoodroosevelt this morning. I have been so inspired by my stay here that I'm already thinking of photo shoot ideas to make it possible to return. I'll be sharing my interview with @tellerbyjournal shortly! Photo of me by @torigliaandco #hollywoodroosevelt #hollywood #teller,2023-11-18 20:59:58,@thehollywoodroosevelt
BLzr-UZh-EZ,9702158,2326,Fun day on set shooting for @lilyandjasper in LA. How many of you watched the Instagram story from today?,2023-11-18 20:59:58,@lilyandjasper
BK3_1X-hay_,9702158,3303,Enjoying beautiful Tulum wearing a new favorite outfit from @tabularasany. The perfect accessory for a city getaway! #tulum #wanderlust #tabularasa #mexico #vacation,2023-11-18 21:00:21,@tabularasany.
BK4MISqhDIQ,9702158,3583,Nothing beats beach getaways. Refueling my inspiration before the cold weather hits NY. Wearing @tabularasany 💕,2023-11-18 21:00:21,@tabularasany
BK6VrfghB1U,9702158,3017,Morning walk and visit to the Mayan Ruins in Tulum. So beautiful ☀️ #paradise #tulum #mexico #wanderlust,2023-11-18 21:00:21,
BKhZtHmhRev,9702158,3067,"Still one of my favorite beauty shoots of the year! The beautiful @anja_konstantinova, Make Up by @kwmakeup, Hair by @timothyaylward, Retouching by @solsticeretouch",2023-11-18 21:00:21,@anja_konstantinova
BKO_fYRhL5S,9702158,3133,"I still love seeing my work in print, no matter how many times people tell me 'print is dead'. As a 17 year old photographer I loved presenting my print portfolio to my first clients in Milan and NY and still love holding a printed editorial in my hands! With that being said, I'm also the type of artist to embrace change. I'm excited to see how the digital movement will change our industry. If anything I see it as a challenge. Getting stale and comfortable with our ways means no progression and old ideas. How many of you caught my #fashionfriday yesterday on Facebook on this topic?",2023-11-18 21:00:21,
BKODwiWhJtc,9702158,3296,"New story 'Strokes Of Genius' for Short Hills Magazine. Model @mayararubik, Styling @lauraleajones, Make Up @deborahaltizio, Hair @andreaewilson, Manicurist Evelyn Lim, Prop Styling @sergioesteves508, Retouching @bespokepixel",2023-11-18 21:00:21,@mayararubik
BKRBcW6h2KH,9702158,4198,Yesterday was a lazy Sunday! @torigliaandco captured this phone snap of me and my Elle cat having a read of my latest editorial in Short Hills Magazine 🐒,2023-11-18 21:00:21,@torigliaandco
BKUXtSFBVla,9702158,5209,I'm excited to share some new product news shortly! My assistant/producer @torigliaandco shot some images of me today & here's a quick phone snap of one of the looks! Can't wait to share very soon!,2023-11-18 21:00:21,@torigliaandco
BLb0yf-hZ_H,9702158,2977,Getting ready for @createretreat with @emilysoto! Students arrive in a few hours and we are excited to get started! ☀️,2023-11-18 21:00:21,@createretreat
BLBlilxhUtf,9702158,3139,This time yesterday I woke up af the most beautiful place in Tulum @azuliktulum. Falling to sleep to the crashing waves then waking up to a beautiful sunset was heaven. #azulikseavilla #azuliktulum #azulik #tulum,2023-11-18 21:00:21,@azuliktulum.
BLBtC3GBH2i,9702158,4008,Taking a dip whilst watching the wildlife and the waves crash against the shore. Can you spot the pelican? @azuliktulum #azulikseavilla #azuliktulum #azulik #tulum,2023-11-18 21:00:21,@azuliktulum
BLEGwkZh82j,9702158,3671,Who says you can't have a swing with a bathtub?! Take me back to @azuliktulum! #azuliktulum #azulikseavilla #azulik #wanderlust #tulum,2023-11-18 21:00:21,@azuliktulum
BJ8dIb5BsX4,9702158,3606,Just a few more days until I can share this exciting shoot! Can't wait to share the finals #behindthescenes,2023-11-18 21:00:51,
BKBwCIFBQXj,9702158,2933,"New work for the September issue of @hongkongtatler. Always wanted to shoot a 70s story in Brooklyn! Model @cehbecker @onemanagement, Styling by @giraffemimi, Make Up by @kwmakeup, Hair by @timothyaylward, Retouching @bespokepixel",2023-11-18 21:00:51,@hongkongtatler.
BKDpqi8h_ys,9702158,2328,On set with @mishanonoo shooting the first ever live lookbook on Snapchat #MNlivelookbook #NYFW #MishaNoNoo,2023-11-18 21:00:51,@mishanonoo
BKEiz8iBAeY,9702158,1295,Beautiful looks on today's live Snapchat shoot for @mishanonoo. Thanks @torigliaandco for the snap! There was a live Q&A on the @refinery29 FB page - head to my Facebook photography page to view! #MNlivelookbook #NYFW #MishaNoNoo,2023-11-18 21:00:51,@mishanonoo.
BKEKQa9BZ8B,9702158,2525,"Behind the scenes today for the live Snapchat shoot for @mishanonoo! So much fun. Go check it out on @refinery29's Snapchat! We are half way through, so many more looks to go! 💃#MNlivelookbook #NYFW #MishaNoNoo",2023-11-18 21:00:51,@mishanonoo
BKGb9LXBWnI,9702158,2326,"New work for the September Issue of @hongkongtatler, Model @cehbecker, Styling by @giraffemimi, Make Up by @kwmakeup, Hair by @timothyaylward, Retouching @bespokepixel",2023-11-18 21:00:51,@hongkongtatler
BKGPg4Ph3vx,9702158,2714,"New work for the September Issue of @hongkongtatler. Dreaming of wearing this @chloe look 😍. Model @cehbecker, Styling by @giraffemimi, Make Up by @kwmakeup, Hair by @timothyaylward, Retouching @bespokepixel",2023-11-18 21:00:51,@hongkongtatler.
BKHBNehBYzH,9702158,2929,"New work for the September Issue of @hongkongtatler. Model @cehbecker, Styling by @giraffemimi, Make Up by @kwmakeup, Hair by @timothyaylward, Retouching @bespokepixel",2023-11-18 21:00:51,@hongkongtatler.
BKHhJEwhQKx,9702158,1380,Fashion Friday is back! I'll be chatting on Facebook live and you're invited! I'll be talking about my recent shoot for @mishanonoo (photographed live on an iPad Pro via Snapchat!) and my recent work. Get your questions ready! 1PM EST tomorrow www.facebook.com/larajadephotography,2023-11-18 21:00:51,@mishanonoo
BKIyM_VB_Cr,9702158,3254,"New work for the September Issue of @hongkongtatler. Model @cehbecker, Styling by @giraffemimi, Make Up by @kwmakeup, Hair by @timothyaylward, Retouching @bespokepixel",2023-11-18 21:00:51,@hongkongtatler.
BKLro36h71q,9702158,3069,"New story 'Strokes Of Genius' for Short Hills Magazine. Model @mayararubik (@wilhelminamodels), Styling @lauraleajones, Make Up @deborahaltizio, Hair @andreaewilson, Manicurist Evelyn Lim, Prop Styling @sergioesteves508, Retouching @bespokepixel",2023-11-18 21:00:51,@mayararubik
BKLRsWLh8EW,9702158,4007,"New story 'Strokes Of Genius' for Short Hills Magazine. Model @mayararubik, Styling @lauraleajones, Make Up @deborahaltizio, Hair @andreaewilson, Manicurist Evelyn Lim, Prop Styling @sergioesteves508, Retouching @bespokepixel",2023-11-18 21:00:51,@mayararubik
BJ20BCQBqIU,9702158,3252,Back in NY and ready for the next few weeks! Love when time zones are in my favor and I wake up at 6AM ready to start the day with new ideas. This is from a shoot last year for @hongkongtatler - can't wait to share my new shoot for them in a few days!,2023-11-18 21:01:08,@hongkongtatler
BJaFpOKhti2,9702158,3313,From my shoot with @lofficielswitzerland earlier this year! Loved shooting this with @netemarie. One of my favorite shots from the series. Tap for credits! #lofficielsuisse,2023-11-18 21:01:08,@lofficielswitzerland
BJdUIAfhMwi,9702158,2881,"Still thinking about the beautiful set ups and clothes on my recent London workshop! Can't wait to finally get my hands on selects and edits! And yes, I'm wearing something other than black! 🙋#larajadeworkshops",2023-11-18 21:01:08,
BJfzsswBFUm,9702158,2109,On set with @dorothyperkins today in London! Photo by @sarabonthrone #behindthescenes,2023-11-18 21:01:08,@dorothyperkins
BJgK23bhG_O,9702158,2464,In my happy place. #createeveryday #onset #behindthescenes #larajadeworkshops,2023-11-18 21:01:08,
BJknydzhzPi,9702158,4270,Waiting for September shoots to come out and currently sitting on two exciting shoots. So for now I'm currently looking back through my work from this year - loved this shoot with @pixielott for @youmagsocial.,2023-11-18 21:01:08,@pixielott
BJprlylBYSg,9702158,2589,Dream photo shoot locations with @harrods and @sarahlizwinter a few months ago. #behindthescenes,2023-11-18 21:01:08,@harrods
BJsLkVUhokC,9702158,3931,Did a mini shoot with my 11 year old sister Karis a few days ago. Can't wait to share a couple of images with you. The location we shot in is one of my first photo shoot locations from when I started my business at 17 - the local nature reserve. It was surreal going back with Karis 10 years later!,2023-11-18 21:01:08,
BJtO6jJB0JM,9702158,2447,Even when I'm spending time with family I'm thinking of ways to be creative! A few days ago I asked my 11 year old sister Karis to jump in front of my camera for a series of pictures to share a new chapter in her life (I can't believe my 'baby' sister starts high school soon!). This was my favorite location as a seventeen year old photographer and served as a playground for many of my early shoots. It was surreal going back with Karis 10 years later!,2023-11-18 21:01:08,
BJukCojh6dr,9702158,2571,Another one from my mini shoot with my sister Karis. She surprised me with such confidence in front of the camera. You could tell she had picked up some of my posing tips from being present at my workshops and seminars!,2023-11-18 21:01:08,
BJxjz24hGJc,9702158,2773,Shooting today with the lovely @michkeegan and @lipsylondon!,2023-11-18 21:01:08,@michkeegan
BJXorPnhKDW,9702158,3519,Another shoot highlight is this beach shoot for @hongkongtatler I shot last year with model @stinaaolsson. Soft light + pastels + location shoots = 💕,2023-11-18 21:01:08,@hongkongtatler
BI0fEY1B2lL,9702158,800,My next workshop is in London in a weeks time! There's still a chance to join me - there's a couple of seats left! This video is from a London workshop a few years back and will feature similar content to the one I'll be hosting this time around. Looking forward to seeing some familiar faces and meeting new ones! www.larajadeworkshops.com #behindthescenes #larajadeworkshops,2023-11-18 21:01:34,
BI2-k-oBJ9Y,9702158,2962,If you missed the announcement of mine & @emilysoto's joint workshop retreat then there's still a chance to grab a seat! The 3 day retreat will be hosted in the mountains above California at one of our favorite outdoor locations. I am probably more excited that I get to host this event with one of my close friends! We only have a couple of seats left. @createretreat www.createretreat.co,2023-11-18 21:01:34,@emilysoto
BI3eJhLh-DM,9702158,3287,The beautiful @anja_konstantinova stopped by the studio for a few hours whilst she was in NY to create some magic. Dream team @kwmakeup and @timothyaylward and the special treatment from @solsticeretouch - loved this shoot! #bridgetbardotvibes #anjakonstantinova #beauty,2023-11-18 21:01:34,@anja_konstantinova
BI5ecIPBgz-,9702158,2477,"Another one I forgot to share earlier! New beauty work with model @franek176, Make Up by @kwmakeup, Hair by @timothyaylward, Retouching by @solsticeretouch #beauty #glossier #martynafrankow #elitemodels 🌻",2023-11-18 21:01:34,@franek176
BI7VeP9hMoR,9702158,4356,"See you later NY - leaving to London today for 2 weeks! Shoots, workshops, meetings and family time! Still love this shoot I did last year for @hongkongtatler with some of my favs - going to miss the city for a few weeks but can't wait to share new work with you all soon!",2023-11-18 21:01:34,@hongkongtatler
BJKO1e_B038,9702158,1946,Last day of workshops today! Here's a sneak peek into the first day of workshops in London. Backdrop by @hapacastudio #larajadeworkshops #behindthescenes,2023-11-18 21:01:34,@hapacastudio
BJKPK2eh0jn,9702158,2889,An iPhone snap of one of my favorite looks at the workshop. On model @anastasia__space @mandpmodels. Can't wait to share some final images! #larajadeworkshops,2023-11-18 21:01:34,@anastasia__space
BJNJKxBBONq,9702158,2690,Just wrapped 4 days of London workshops and couldn't be any happier. I think the biggest take away for me is getting to know so many enthusiastic students. Big thank you to my good friend Frankie from @canonuk who took time out of his weekend to be a help on the weekend workshop - giving students an opportunity to try gear and offer his expertise! #larajadeworkshops #canonuk #curtainroadstudios,2023-11-18 21:01:34,@canonuk
BJQ6GFrhsMT,9702158,2074,Workshop behind the scenes - talking through lighting and posing! Big thanks to @procentre for lighting rental and @curtainroadstudios for the creative space! I'm now taking a few days off to catch up before returning to London for some exciting shoots! Where would you guys like to see future events? #larajadeworkshops #behindthescenes,2023-11-18 21:01:34,@procentre
BJSNRZMhaic,9702158,2729,Sister sister 💕 #familytime,2023-11-18 21:01:34,
BJSYV8MhH0N,9702158,3032,"Friday vibes. Forgot to share this one before! From my shoot with the lovely @camilleopp, Make Up by @kwmakeup, Hair by @timothyaylward, Retouch by @solsticeretouch",2023-11-18 21:01:34,@camilleopp
BJU8wUuh0SV,9702158,2583,Looking back on a few shoot highlights over the next few years. This was from my shoot with @harrods a few years back for an @erdemlondon feature. Tap for credits! #harrods #harrodsmagazine #editorial #erdem,2023-11-18 21:01:34,@harrods
BIct-jrBe4E,9702158,2638,When in Malibu ☀️🌴 #vacation #malibudays,2023-11-18 21:01:55,
BIde78NB-0B,9702158,2617,Heading up the coast today to Santa Barbara. Excited to explore this beautiful country! Luckily I get to sit back whilst @james_zanoni does all the driving. ☀️ #californiavacation,2023-11-18 21:01:55,@james_zanoni
BIgfSjkhIFW,9702158,6129,Couldn't think of celebrating my birthday in any better way than traveling and exploring. I may be one year older but this year has been my most exciting yet. One year wiser and more comfortable in my skin than I have ever been. To all of my new and old friends thank you for this past year! Photo of me by my talented friend @kristieleephotographer 💕,2023-11-18 21:01:55,@kristieleephotographer
BIiTI-UB0Ei,9702158,3517,Hello Monterey! You're a little chilly but I'll take it. En route to San Francisco today. Taking everything in and dreaming of a shoot on this beautiful sand dune beach. #monterey #californiavacation,2023-11-18 21:01:55,
BInjXxuhZQe,9702158,2139,Hiking in San Francisco yesterday with @james_zanoni. Muir beach has some beautiful trails. #muirbeach #californiavacation #sanfrancisco #wanderlust,2023-11-18 21:01:55,@james_zanoni.
BInzpalBwE1,9702158,2949,Napa Valley wandering ☀️ #californiavacation #faithfulltravels #napavalley #winecountry,2023-11-18 21:01:55,
BIqeO5jhjSF,9702158,3110,Traveling down the coast from San Francisco today and capturing sights we didn't see on the way up. Stopped off at Moss Landing to see sea otters and roam the beach before hopping to the next place! Wearing my favorite @tularosalabel dress. #californiavacation #roadtrip #forevertula #wanderlust,2023-11-18 21:01:55,@tularosalabel
BIqylAlh65j,9702158,2741,If you're traveling to Napa Valley make sure you take a trip to @pejuwinery. A great tasting experience and beautiful grounds! #napavalley #californiavacation #winecountry,2023-11-18 21:01:55,@pejuwinery.
BItWka7hKry,9702158,3304,Took a trip to Sequoia National Park today and it took my breath away. If you haven't had a chance to visit yet then definitely add it to your bucket list. So glad I got the chance to visit but wishing I had an extra few days to spend there! Thank you @james_zanoni for the photo! #sequioanationalpark #californiavacation #natureisamazing,2023-11-18 21:01:55,@james_zanoni
BIXwWJdhEMS,9702158,1734,"Back to the land of good hair, endless sun and road trip adventures. California vacation time with @james_zanoni ☀️🌴",2023-11-18 21:01:55,@james_zanoni
BIyENKKhOEs,9702158,4873,"Back to NY today after spending 10 days in California. Thank you @james_zanoni for such a great birthday vacation! A few days back in NY before I jet off to London for my workshops and shoots. I still have a couple of seats left on my London workshop, find details at www.larajadeworkshops.com.
Photo of me by the talented @kristieleephotographer",2023-11-18 21:01:55,@james_zanoni
BIYU4NRBlBt,9702158,3219,The Getty Villa. So much inspiration for shoots! #gettyvilla #vacation,2023-11-18 21:01:55,
BIDxvjogTX_,9702158,1265,Thank you @barneysny for the invitation to play dress up in your extra large closet and pair it with the new @bulgariofficial Serpenti collection. Read the full article at www.thewindow.barneys.com Photo by @taylorjewell #bulgari #bulgariserpenti #marni #barneys,2023-11-18 21:02:13,@barneysny
